IDs,title,fol_or_p
CH-Bu_F.X.3_T_n076,"Mich wunder ser ye lenger ye mer (Mich wundert sehr je länger je mehr / Vermutlich ist das zweite gedruckte Liederbuch von Peter Schöffer, Mainz 1517 gemeint (Schoe_1517_D_n23))",70v
CH-Bu_F.X.3_T_n077,Elsslin (Elslein),71r
CH-Bu_F.X.3_T_n078,Gross we ich lyd (Großes Weh ich leide),71v
CH-Bu_F.X.3_T_n079,On schertz myn hertz (Ohne Scherz mein Herz),72r
CH-Bu_F.X.3_T_n080,Nichts on vrsach (Nichts ohne Ursache),72v
CH-Bu_F.X.3_T_n081,Ach vnfal was zeychstu mich (Ach Unfall wessen zeihst du),73r
CH-Bu_F.X.3_T_n082,Wie wol vil horter orden send (Wie wohl viel härtere Orden sind),73v
CH-Bu_F.X.3_T_n083,Zwen gesellen gút (Zwei Gesellen gut),74r
CH-Bu_F.X.3_T_n084,So gluck vnd stúnd (So Glück und Stunde),75r
CH-Bu_F.X.3_T_n085,Hab grossen danck der liebe din (Habe großen Dank der Liebe dein),75r
CH-Bu_F.X.3_T_n086,Recht vrsach pringt (Rechte Ursache bringt),75v
CH-Bu_F.X.3_T_n087,Noch bin ich din (Noch bin ich dein),76r
CH-Bu_F.X.3_T_n088,Ach holdseligs medlin (Ach holdseliges Mädlein),76v
CH-Bu_F.X.3_T_n089,Parce domine populo tuo et ne des (Parce domine populo tuo et ne des),77r
CH-Bu_F.X.3_T_n090,Patris sapientia veritas diuina (Patris sapientia veritas divina),77v
CH-Bu_F.X.3_T_n091,Quinque sequntur (Quinque sequuntur),78r
CH-Bu_F.X.3_T_n092,Es taget vor dem walde stand vff keterlin (Es taget vor dem Walde),78v
CH-Bu_F.X.3_T_n093,Es taget vor dem walde stand vff keterlin (Es taget vor dem Walde),79r
CH-Bu_F.X.3_T_n094,Maria zart von edler art (Maria zart von edler art / Maria Du bist Gnaden voll),79v
CH-Bu_F.X.3_T_n095,Maria du pist genaden vol (Maria zart von edler art / Maria Du bist Gnaden voll),80r
CH-Bu_F.X.3_T_n096,Gottes namen faren wir (In Gottes Namen fahren wir),80v
CH-Bu_F.X.3_T_n097,Gottes namen faren wir (In Gottes Namen fahren wir),81r
CH-Bu_F.X.3_T_n098,Wolauf wir wollens wecken (Wohlauf wir wollens wecken),81v
CH-Bu_F.X.3_T_n099,Woluff wir wollens wecken (Wohlauf wir wollens wecken),82r
CH-Bu_F.X.3_T_n100,Wann ich des morgens frue vff stand (Wenn ich des Morgens früh aufstehe),82v
CH-Bu_F.X.3_T_n101,Wann ich des morgens frue vff stand (Wenn ich des Morgens früh aufstehe),83r
CH-Bu_F.X.3_T_n102,Ich armer man (Ich armer Mann),83v
CH-Bu_F.X.3_T_n103,Ich armer man (Ich armer Mann),83v-84r
CH-Bu_F.X.3_T_n104,Anfang minr lieb (Anfang meiner Liebe),84v
CH-Bu_F.X.3_T_n105,Anfang minr lieb (Anfang meiner Liebe),84v-85r
CH-Bu_F.X.3_T_n106,Vrsach zwingt mich (Ursache zwingt mich),85v
CH-Bu_F.X.3_T_n107,Fraw pin ich din du hertzigs myn (Frau bin ich dein du herziges mein),86r
CH-Bu_F.X.3_T_n108,Crist ist erstanden (Christ ist erstanden),86v
CH-Bu_F.X.3_T_n109,Cristus surrexit (Christ ist erstanden / Christus surrexit),87r
CH-Bu_F.X.3_T_n110,Glúck Eer vnd gút (Glück Ehre und Gut),87v
CH-Bu_F.X.3_T_n111,Glúck Eer vnd gút (Glück Ehre und Gut),88r
CH-Bu_F.X.3_T_n112,Gedúlt vm huld (Geduld um Huld),88v
CH-Bu_F.X.3_T_n113,Geduld vmb huld (Geduld um Huld),89r
CH-Bu_F.X.3_T_n114,Cela zons plus (Cela zons plus),89v
CH-Bu_F.X.3_T_n115,Cela zons plus (Cela zons plus),89v-90r
CH-Bu_F.X.3_T_n116,Es taget vor dem walde stand vff keterlin (Es taget vor dem Walde),90v
CH-Bu_F.X.3_T_n117,Wann ich des morgens frue vff stand (Wenn ich des Morgens früh aufstehe),91r
CH-Bu_F.X.3_T_n118,Ich weis mir ein freye maget (Ich weiß mir eine freie Magd),91v
CH-Bu_F.X.3_T_n119,Ich weis mir ein freye maget (Ich weiß mir eine freie Magd),92r
CH-Bu_F.X.3_T_n120,Troplus secret (Trop plus secret que ma partie),92v
CH-Bu_F.X.3_T_n121,Touss les regres (Tous les regrets),93r
CH-Bu_F.X.3_T_n122,Pour quoi non (Pourquoi non),93v
CH-Bu_F.X.3_T_n123,Tant que nostre argent (Tant que nôtre argent),94r
CH-Bu_F.X.3_T_n124,Mement (Mement),94v
CH-Bu_F.X.3_T_n125,plus miltz regras (Plus mille regretz),94v-95r
CH-Bu_F.X.3_T_n126,Lome arme (L'homme armé),95v
CH-Bu_F.X.3_T_n127,Mons seul plasier (Mon seul plaisir),95v-96r
CH-Bu_F.X.3_T_n128,Adieu amours (Adieu amours),96v
CH-Bu_F.X.3_T_n129,Dentelore (Dentelore),97r
CH-Bu_F.X.3_T_n130,Fors seulement (Fors seulement),97v
CH-Bu_F.X.3_T_n131,Lordault (Lordault),97v-98r
CH-Bu_F.X.4_B_n001,Ach frówlin (Ach Fräulein zart),1r-1v
CH-Bu_F.X.4_B_n002,Nit lang by nacht (Nicht lang bei Nacht),1v-2r
CH-Bu_F.X.4_B_n003,Min hertz hat sich (Mein Herz hat sich mit Liebe verpflichtet),2r-2v
CH-Bu_F.X.4_B_n004,Hertz liebstes (Herzliebstes Bild),2v-3r
CH-Bu_F.X.4_B_n005,Frúntlich vnd milt (Freundlich und mild),3v-4r
CH-Bu_F.X.4_B_n006,Zucht vnd ir lob (Zucht Ehre und Lob),4r-4v
CH-Bu_F.X.4_B_n007,Frúntlicher grus (Freundlicher Gruß mit Buße),4v-5r
CH-Bu_F.X.4_B_n008,Ach gútter gsell (Ach guter Geselle),5v
CH-Bu_F.X.4_B_n009,Cupido hát im (Cupido hat ihm jetzt erdacht),6r
CH-Bu_F.X.4_B_n010,Es wolt ein meitlin (Es wollte ein Maidlein nussen gehen),6v-7r
CH-Bu_F.X.4_B_n011,Ach hóchster (Ach höchster Hort),7v-8r
CH-Bu_F.X.4_B_n012,Min freúd allein (Meine Freude allein),8r.8v
CH-Bu_F.X.4_B_n013,Ein junckfrow pildt (Einer Jungfrau Bild),8v-9v
CH-Bu_F.X.4_B_n014,Min mútterlin (Mütterlein ich bin auf der Schule),9v-10r
CH-Bu_F.X.4_B_n015,Dich als mich selbs (Dich als mich selbst),10v-11r
CH-Bu_F.X.4_B_n016,Ich seuft vnd clag (Ich seufze und klage),11r-11v
CH-Bu_F.X.4_B_n017,Nur nerrisch sin ist min (Nur närrisch sein ist meine Manier),11v-12r
CH-Bu_F.X.4_B_n018,Ich hoff es say fast wol múglich (Ich hoffe es sei fast wohl möglich),12v-13r
CH-Bu_F.X.4_B_n019,Ich stond an einem morgen (Ich stand an einem Morgen),14r-14v
CH-Bu_F.X.4_B_n020,Ich stond an einem morgen (Ich stand an einem Morgen),14v-15r
CH-Bu_F.X.4_B_n021,Ich stond an einem morgen (Ich stand an einem Morgen),15r-15v
CH-Bu_F.X.4_B_n022,Ach elslin ach elslin wilt mit mir In die eret (Ach Elslein ach Elslein willst Du mit mir),15v-16r
CH-Bu_F.X.4_B_n023,Elslin liebes elselin (Elslein),16r-16v
CH-Bu_F.X.4_B_n024,Elslin liepstes elselin (Elslein),16v-17r
CH-Bu_F.X.4_B_n025,Lust mag myn hertz (Lust mag mein Herz),17r
CH-Bu_F.X.4_B_n026,Vnfal wann ist dyns wesen genúg (Unfall wann ist deines Wesens genug),17v
CH-Bu_F.X.4_B_n027,Erst ist betriegt das hertze myn (Erst ist betrübt [?] das Herze mein*),18r
CH-Bu_F.X.4_B_n028,Grossmechtig (Großmächtig),18v
CH-Bu_F.X.4_B_n029,Ein gmeiner brúch (Ein gemeiner Brauch(?)*),19r
CH-Bu_F.X.4_B_n030,Ach werde frucht (Ach werte Frucht),19v
CH-Bu_F.X.4_B_n031,Meniger stelt nach gelt (Mancher stellt nach Geld),20r
CH-Bu_F.X.4_B_n032,Als ab vnd hin (Alles ab und hin),20v
CH-Bu_F.X.4_B_n033,Dich als mich selbs (Dich als mich selbst),21r
CH-Bu_F.X.4_B_n034,Auff gluck ich wart (Auf Glück ich warte),21v
CH-Bu_F.X.4_B_n035,Ich hoff der zit (Ich hoffe der Zeit),22r
CH-Bu_F.X.4_B_n036,Elslin (Elslein),22v
CH-Bu_F.X.4_B_n037,Hertzliches pild (Herzliches Bild),22v-23r
CH-Bu_F.X.4_B_n038,Endlin (**Ich hätte mir ein Endlein [Annelein?] für genommen),22v
CH-Bu_F.X.4_B_n039,Zartliepste frúcht (Zart liebste Frucht),23v-24r
CH-Bu_F.X.4_B_n040,Kein ding auf erd (Kein Ding auf Erden),24v
CH-Bu_F.X.4_B_n041,Wol kúmpt der May (Wohl kommt der Mai),25r
CH-Bu_F.X.4_B_n042,Vil sorg ich trag (Viel Sorge ich trage),25v
CH-Bu_F.X.4_B_n043,Het ich in aller welt die wal (Hätte ich in aller Welt die Wahl),26r
CH-Bu_F.X.4_B_n044,Schwer Langckweilig ist mir myn zyt (Schwer langweilig ist mir meine Zeit),26v
CH-Bu_F.X.4_B_n045,Gryner zancker wie gefelt dir das (Greiner Zanner),27r
CH-Bu_F.X.4_B_n046,Enzindt pin ich (Entzündet bin ich),27v
CH-Bu_F.X.4_B_n047,Crist ist erstanden (Christ ist erstanden),28r
CH-Bu_F.X.4_B_n048,Min glúck get vff der sytten uß (Mein Glück geht auf die Seite aus),28v
CH-Bu_F.X.4_B_n049,Elslin (Elslein),29r
CH-Bu_F.X.4_B_n050,O werder mund (O werter Mund),29r-30r
CH-Bu_F.X.4_B_n051,In mynem sinn (In meinem Sinn),30r-30v
CH-Bu_F.X.4_B_n052,In mynem sinn (In meinem Sinn),30v-31r
CH-Bu_F.X.4_B_n053,Ach hulff mich layd Ich arme metz (Ach hilf mich Leid),31v-32r
CH-Bu_F.X.4_B_n054,Offt wúnsch ich dir (Oft wünsche ich dir),32r-32v
CH-Bu_F.X.4_B_n055,Es wolt ein man versuchen sin wyb (Es wollte ein Mann versuchen sein Weib),33r
CH-Bu_F.X.4_B_n056,Kein frewd (Keine Freude habe ich auf Erd),33v
CH-Bu_F.X.4_B_n057,Was frewet mich (Was freuet mich das jetzund ich),34r
CH-Bu_F.X.4_B_n058,Ach hertzigs K (Ach herziges K),34v
CH-Bu_F.X.4_B_n059,Von erst so well wir loben (Von erst so wollen wir loben / Sixtus Dietrich),35r
CH-Bu_F.X.4_B_n060,Ellend pringt pin (Elend bringt Pein),35v
CH-Bu_F.X.4_B_n061,Ich seufftz vnd klag (Ich seufze und klage),36r
CH-Bu_F.X.4_B_n062,Nun griess dich got myn fine krot (Nun grüsse dich Gott meine feine Krot / Sixtus Dietrich),36v
CH-Bu_F.X.4_B_n063,Nun grieß dich got myn Drúselin (Nun grüße dich Gott mein Trusserlein / Sixtus Dietrich),37r
CH-Bu_F.X.4_B_n064,Ich stond an einem morgen (Ich stand an einem Morgen),37v
CH-Bu_F.X.4_B_n065,Ergib mich der (Ergib mich der),38r
CH-Bu_F.X.4_B_n066,Ich stond an einem morgen (Ich stand an einem Morgen),38v
CH-Bu_F.X.4_B_n067,Recht zierlich lebt (Recht zierlich lebt),39r
CH-Bu_F.X.4_B_n068,Der welte fúnd (Der Welt Fund),39v
CH-Bu_F.X.4_B_n069,Eren werd vff erd (Ehrenwert auf Erd),40r
CH-Bu_F.X.4_B_n070,Was all myn tag erlitt myn hertz (Was alle meine Tage erlitt mein Herz),40r-40v
CH-Bu_F.X.4_B_n071,Nun merck ich wol (Nun merke ich wohl das ich nit soll),41r
CH-Bu_F.X.4_B_n072,Ach medlin rein (Ach Maidlein rein ich habe allein),41v
CH-Bu_F.X.4_B_n073,Hoch wol gefallen (Hoch Wohlgefallen ist in mir das glaube du mir),42r
CH-Bu_F.X.4_B_n074,Hor zú von newen sachen (Höre zu von neuen Sachen),42v-43r
CH-Bu_F.X.4_B_n075,Ich weis ein húpsche graserin (Ich weiß mir eine hübsche Graserin),43r
CH-Bu_F.X.4_B_n076,Mich wunder ser ye lenger ye mer (Mich wundert sehr je länger je mehr),43v
CH-Bu_F.X.4_B_n077,Elsslin (Elslein),44r-44v
CH-Bu_F.X.4_B_n078,Gross we ich lyd (Großes Weh ich leide),44v
CH-Bu_F.X.4_B_n079,On schertz myn hertz (Ohne Scherz mein Herz),45r
CH-Bu_F.X.4_B_n080,Nichts on vrsach (Nichts ohne Ursache),45v
CH-Bu_F.X.4_B_n081,Ach vnfal was zeychstu mich (Ach Unfall wessen zeihst du),46r
CH-Bu_F.X.4_B_n082,Wie wol vil horter orden send (Wie wohl viel härtere Orden sind),46v
CH-Bu_F.X.4_B_n083,Zwen gesellen gútt (Zwei Gesellen gut),47r
CH-Bu_F.X.4_B_n084,So gluck vnd stúnd (So Glück und Stunde),47v
CH-Bu_F.X.4_B_n085,Hab grossen danck (Habe großen Dank der Liebe dein),48r
CH-Bu_F.X.4_B_n086,Recht vrsach pringt (Rechte Ursache bringt),48v
CH-Bu_F.X.4_B_n087,Noch bin ich din (Noch bin ich dein),49r
CH-Bu_F.X.4_B_n088,Ach holdseligs medlin (Ach holdseliges Mädlein),49v
CH-Bu_F.X.4_B_n089,Parce domine (Parce domine populo tuo et ne des),50r
CH-Bu_F.X.4_B_n090,Patris sapientia veritas diuina (Patris sapientia veritas divina),50v
CH-Bu_F.X.4_B_n091,Patris sapientia veritas diuina (Patris sapientia veritas divina),51r
CH-Bu_F.X.4_B_n092,Domine fili (Domine fili),51v
CH-Bu_F.X.4_B_n093,Quinq (Quinque sequuntur),52r
CH-Bu_F.X.4_B_n094,Es taget vor dem walde stand vff keterlin (Es taget vor dem Walde),53r
CH-Bu_F.X.4_B_n095,Maria du pist genaden vol (Maria zart von edler art / Maria Du bist Gnaden voll),53v
CH-Bu_F.X.4_B_n096,Gottes namen faren wir (In Gottes Namen fahren wir),54r
CH-Bu_F.X.4_B_n097,Wan ich des morgens frie vff stand (Wenn ich des Morgens früh aufstehe),54v
CH-Bu_F.X.4_B_n098,Wollúff wir wollens wecken (Wohlauf wir wollens wecken),55r
CH-Bu_F.X.4_B_n099,Ich armer man (Ich armer Mann),55v
CH-Bu_F.X.4_B_n100,Anfang minr lieb (Anfang meiner Liebe),56r
CH-Bu_F.X.4_B_n101,Vrsach zwingt mich (Ursache zwingt mich),56v
CH-Bu_F.X.4_B_n102,Fraw pin ich din du hertzigs myn (Frau bin ich dein du herziges mein),57r
CH-Bu_F.X.4_B_n103,Cristus surrexit (Christ ist erstanden / Christus surrexit),57v
CH-Bu_F.X.4_B_n104,Glúck Eer vnd gút (Glück Ehre und Gut),58r
CH-Bu_F.X.4_B_n105,Geduld vmb huld (Geduld um Huld),58v
CH-Bu_F.X.4_B_n106,Cela zons plus (Cela zons plus),59r
CH-Bu_F.X.4_B_n107,Es taget vor dem walde (Es taget vor dem Walde),59v
CH-Bu_F.X.4_B_n108,Ich weyss mir ein freye maget (Ich weiß mir eine freie Magd),60r
CH-Bu_F.X.4_B_n109,Troplus secret (Trop plus secret que ma partie),60v
CH-Bu_F.X.4_B_n110,Touss les regres (Tous les regrets),61r
CH-Bu_F.X.4_B_n111,Pour quoi non (Pourquoi non),61v
CH-Bu_F.X.4_B_n112,Tant que nostre argent (Tant que nôtre argent),62r
CH-Bu_F.X.4_B_n113,Mement (Mement),62v
CH-Bu_F.X.4_B_n114,Plus núltz regretz (Plus mille regretz),62v-63r
CH-Bu_F.X.4_B_n115,Lome arme (L'homme armé),63v
CH-Bu_F.X.4_B_n116,Mons seul plasier (Mon seul plaisir),63v-64r
CH-Bu_F.X.4_B_n117,Bassus ad semibreuem fugat (Bassus ad),64v
CH-Bu_F.X.4_B_n118,Dentelore (Dentelore),64v-65r
CH-Bu_F.X.4_B_n119,Fors seulement (Fors seulement),65v
CH-Bu_F.X.4_B_n120,Lordault (Lordault),66r
D-B_Ms.germ.qu._719_n001,Ist yeman hye der sich frow der winter langen nacht (Ist jemand hier der sich freue der winterlangen Nacht),103r-103v
D-B_Ms.germ.qu._719_n002,Dein lib mich brent an alle end (Deine Liebe mich brennt an allem Ende),103v-104r
D-B_Ms.germ.qu._719_n003,Ein hetzen schwetzen die hort ich (Ein Hetzen schwätzen die hörte ich),104r-104v
D-B_Ms.germ.qu._719_n004,Gedenckenn thun ich off da hyne (Gedenken tue ich oft dahin),104v-105r
D-B_Ms.germ.qu._719_n005,Ein weichter rieff uß sender noit (Ein Wächter rief aus sehnender Not),105r-107r
D-B_Ms.germ.qu._719_n006,Vor tags ich hort in liebes porte (Vor Tags ich hörte in Liebes Port),107r-107v
D-B_Ms.germ.qu._719_n007,In freuden bin Ich vmber kranck (In Freuden bin ich immer krank),108r-108v
D-B_Ms.germ.qu._719_n008,Wunschlichen schone ist ir gestalt (Wünschlich schön ist ihre Gestalt),108v
D-B_Ms.germ.qu._719_n009,O tusent schon von hoher art (O tausend Schön von hoher Art),108v-109r
D-B_Ms.germ.qu._719_n010,Aúß sener klag Ich dick verzag (Aus sehnender Klage ich dick verzage),109r-109v
D-B_Ms.germ.qu._719_n011,O súnnen heller klarer tag (O sonnenheller klarer Tag),109v
D-B_Ms.germ.qu._719_n012,O sußer trost vnd werder lúst (O süßer Trost und werte Lust),109v-110v
D-B_Ms.germ.qu._719_n013,Winter haert waen wyt von hynen wychhen (Winter hart wann willst von hinnen weichen),110v
D-B_Ms.germ.qu._719_n014,O scheydens hort ich rúff den mort (O Scheidens Hort ich rufe den Mord),110v-111r
D-B_Ms.germ.qu._719_n015,Karfúnckels glast eyns wibes bilde (Karfunkels Glast eines Weibes Bild),111v
D-B_Ms.germ.qu._719_n016,Ich lide vnd mide durch diner zúcht (Ich leide und meide durch deine Zucht),111v-112r
D-B_Ms.germ.qu._719_n017,Hoch geflogen jn der lúfft (Hoch geflogen in der Luft),112r-112v
D-B_Ms.germ.qu._719_n018,An mynen danck so liden ich zwang (Ohne meinen Dank so leide ich Zwang),112v-113r
D-B_Ms.germ.qu._719_n019,Eß múst eyn slechte húßdiene syn (Es müsste eine schlechte Hausdirne sein),113r-113v
D-B_Ms.germ.qu._719_n020,Ich clage vnd schrey vnd kúnd darby (Ich klage und schreie und künde dabei),113v-114r
D-B_Ms.germ.qu._719_n021,Trostlicher trost vernym wie glost (Tröstlicher Trost vernimm wie glost),114r
D-B_Ms.germ.qu._719_n022,Man singet vnd seit von freulin vil (Man singt und sagt von Fräulein viel),114v
D-B_Ms.germ.qu._719_n023,Vor gút meyn gemút sere wechste vnd bluit (Vor Güte mein Gemüt wächst und blüht),115r
D-B_Ms.germ.qu._719_n024,O sußer mey wie kanne dine art (O süßer Mai wie kann deine Art),115r-115v
D-B_Ms.germ.qu._719_n025,Wanne ich mir freude bedencken solle (Wenn ich mir Freude bedenken soll),115v-116r
D-B_Ms.germ.qu._719_n026,Frauwe myne gedenck stedt sunder wanck (Frau mein Gedanke steht sonder Wank),116r
D-B_Ms.germ.qu._719_n027,Wo liebe mit liebe sich zancken thút (Wo Liebe mit Liebe sich zanken tut),116r-116v
D-B_Ms.germ.qu._719_n028,Ich was wert da myne begert (Ich war wert da mein begehrt),116v-117r
D-B_Ms.germ.qu._719_n029,Durch lúste des liechten meyes schyne (Durch Lust des lichten Maiens Schein),117r-117v
D-B_Ms.germ.qu._719_n030,Ach krone myne lone vnd richer solt (Ach Krone mein Lohn und reicher Sold),117v-118r
D-B_Ms.germ.qu._719_n031,Verlenglich senne ubet fanteßey (Verlängliches Sehnen übt Fantasterei),118r
D-B_Ms.germ.qu._719_n032,In vnverdroßer liebe vnd múhe (In unverdrossener Liebe und Mühe),118r-118v
D-B_Ms.germ.qu._719_n033,Dye in sust an zwiuel nie (Die in sonst an Zweifel nie),118v-119v
D-B_Ms.germ.qu._719_n034,Ich han von wonder vil gehort (Ich habe von Wunder viel gehört),119v
D-B_Ms.germ.qu._719_n035,An abelane myne aller hoeste eyne (Ohne Ablassen meine allerhöchste Eine),119v-120r
D-B_Ms.germ.qu._719_n036,Trost trosterine die wil ich byn (Trost Trösterin die Weil ich bin),120r-120v
D-B_Ms.germ.qu._719_n037,Ich clage vnd schrey vnd thún kont dar by (Ich klage und schreie und künde dabei),120v-121r
D-B_Ms.germ.qu._719_n038,Nuwe hoher mút vnd brangen (Nun hoher Mut und Prangen),121r-121v
D-B_Ms.germ.qu._719_n039,Da ich zúm nehtsten by ir was (Da ich zum nächsten bei ihr war),121v-122r
D-B_Ms.germ.qu._719_n040,Von hoher art eyn freulyne zart (Von hoher Art ein Fräulein zart),122r-123r
D-B_Ms.germ.qu._719_n041,Der winther ist gewechen (Der Winter ist gewichen),123r-123v
D-B_Ms.germ.qu._719_n042,O hab mich lieb in hertzen (O habe mich lieb im Herzen),123v
D-B_Ms.germ.qu._719_n043,Ja wanne du nit so oppigk werest (Ja wenn du nicht so üppig wärest),124r
D-B_Ms.germ.qu._719_n044,Wye offt bedrubt ist mir myne synne (Wie oft betrübt ist mir mein Sinn),124r-124v
D-B_Ms.germ.qu._719_n045,Ach got wie sal ich eß nemen vor (Ach Gott wie soll ich es nehmen vor),124v-125r
D-B_Ms.germ.qu._719_n046,Myne hochster hort vergyß nit myne (Mei höchster Hort vergiß nicht mein),125r
D-B_Ms.germ.qu._719_n047,O hab mich lieb inne hertzen (O habe mich lieb im Herzen),125r-125v
D-B_Ms.germ.qu._719_n048,Ane abelane myne aller hochstes eyne (Ohne Ablassen meine allerhöchste Eine),125v-126r
D-B_Ms.germ.qu._719_n049,Frauwe myne gedangk stet sonder wanck (Frau mein Gedanke steht sonder Wank),126r
D-B_Ms.germ.qu._719_n050,Got droste elendige hertzen (Gott tröste elendige Herzen),126r-126v
D-B_Ms.germ.qu._719_n051,Da by eyns tages fruo vnd spade (Da bei eines Tages früh und spät),126v
D-B_Ms.germ.qu._719_n052,Ach freulyne zart du heldeste mich hartte (Ach Fräulein zart du hältst mich hart),126v-127r
D-B_Ms.germ.qu._719_n053,Mine armes hertze das bornet jn fúer Jn (Mein armes Herz das brennt in Feuer für ihn),127r-127v
D-B_Ms.germ.qu._719_n054,Eer wige man núwe geringe (Ehre wiegt man nun gering),127v-128r
D-B_Ms.germ.qu._719_n055,"Von aller schone eyn vbermaß (Von aller Schöne ein Übermaß / ""Liednachschrift im Liederbuch des Prinzen Joachim Karl von Braunschweig 1612"" (Sappler1970, 291, vgl. Bolte))",128r-128v
D-B_Ms.germ.qu._719_n056,Mych erfrauwet liep dine aneblicke (Mich erfreut Lieb dein Anblick),128v-129r
D-B_Ms.germ.qu._719_n057,Als ab an dich wenne ich dich sehe (Als ab an dich wenn ich dich sehe),129r-129v
D-B_Ms.germ.qu._719_n058,Ist eynigkeit der freuden eyn (Ist Einigkeit der Freuden eine),129v-130r
D-B_Ms.germ.qu._719_n059,Vergangen ist der súße mey (Vergangen ist der süße Mai),130r-130v
D-B_Ms.germ.qu._719_n060,O bytterliches scheyden (O bitterliches Scheiden),130v
D-B_Ms.germ.qu._719_n061,Dye mir zu freuden ist geborne (Die mir zu Freuden ist geboren),130v-131r
D-B_Ms.germ.qu._719_n062,Muß ich mich aber scheyden (Muss ich mich aber scheiden),131r-131v
D-B_Ms.germ.qu._719_n063,Nahe ader verre woe ich hinkere (Nah oder fern wo ich hinkehre),131v-132r
D-B_Ms.germ.qu._719_n064,So magk dem tag do mir von erste ist worden kont (So wohl dem Tag als mir von erst ist worden kund),132r-132v
D-B_Ms.germ.qu._719_n065,Schon úber schone so ist das mynnichliche wyp (Schön über schön so ist das minnigliche Weib),132v-133r
D-B_Ms.germ.qu._719_n066,Ich grúß dich schone frauwe ich gruß dich zartes myne liep (Ich grüße dich schöne Frau ich grüße dich zarte meine Liebe),133r-133v
D-B_Ms.germ.qu._719_n067,So we dem tage der zyt vnd der vnselligen stúnt (So weh dem Tag der Zeit und der unseligen Stunde),133v-134r
D-B_Ms.germ.qu._719_n068,Ich siech sie an die mynes libes hat gewalt (Ich sehe sie an die meines Leibes Gewalt hat),134v-135r
D-B_Ms.germ.qu._719_n069,Ich verkonden úch mynen jamer ir frauwen (Ich verkünde euch meinen Jammer ihr Frauen),135r-136r
D-B_Ms.germ.qu._719_n070,Wanne stede vnd stroiße sint verfellet (Wann Stätten und Straßen sind verfellt),136r
D-B_Ms.germ.qu._719_n071,Zartter art wunschliche gemacht (Zarter Art wünschlich gemacht),136r-136v
D-B_Ms.germ.qu._719_n072,Als wol wils wol so wurd mir wol (Als wohl wills wohl so würde mir wohl),136v-137r
D-B_Ms.germ.qu._719_n073,Was sal ich nú begynnen (Was soll ich nun beginnen),137r-137v
D-B_Ms.germ.qu._719_n074,Man fyndet ir viel noch ist ir mee (Man findet ihrer viel noch ist ihr mehr),137v-138r
D-B_Ms.germ.qu._719_n075,In freuden wil ich wesen geyle (In Freuden will ich wesen geil),138r-138v
D-B_Ms.germ.qu._719_n076,Du wolgemuttes plúmeline (Du wohlgemutes Blümlein),138v-139r
D-B_Ms.germ.qu._719_n077,Hylff got mich hat in noden (Hilf Gott mich hat in Nöten),139r-139v
D-B_Ms.germ.qu._719_n078,Noch togent zart der besten art (Nach Tugend zart der besten Art),140r-140v
D-B_Ms.germ.qu._719_n079,Myne troiste myne freude nuwe hab mich holt (Mein Trost meine Freude nun hab mich hold),140v-141r
D-B_Ms.germ.qu._719_n080,Dye mir zu freuden ist geborn (Die mir zu Freuden ist geboren),141r-141v
D-B_Ms.germ.qu._719_n081,Ffroudt brenget mir den woilgemútt (Freude bringt mir der Wohlgemut),141v-142r
D-B_Ms.germ.qu._719_n082,Ich hat mir eyn falcken uß derkorn (Ich hatte mir einen Falken auserkoren),142r-142v
D-B_Ms.germ.qu._719_n083,Gewalticlich bynne ich behafft (Gewaltiglich bin ich behaftet),142v
D-B_Ms.germ.qu._719_n084,Schone lúchtet klare mynniclich (Schön leuchtet klar minniglich),143r
D-B_Ms.germ.qu._719_n085,Verwúnt ist mir das hertze meyne (Verwundet ist mir das Herze mein),143r-143v
D-B_Ms.germ.qu._719_n086,Bedencke dich schir myne aller hochstes eyn (Bedenke dich schier mein aller höchstes Eines),143v-144r
D-B_Ms.germ.qu._719_n087,Dye sonne die ist verblechen (Die Sonne die ist verblichen),144r-144v
D-B_Ms.germ.qu._719_n088,Wye woil mir ist das ich solle frolich heben an (Wie wohl mir ist dass ich soll fröhlich heben an),144v-145v
D-B_Ms.germ.qu._719_n089,Sorge leydt vnd schwere mit groißer pyne (Sorge Leid und Schwere mit großer Pein),145v-146r
D-B_Ms.germ.qu._719_n090,Geselle laiß horen dine senecliche clage (Geselle lass hören deine senigliche Klage),146r
D-B_Ms.germ.qu._719_n091,Mich erfrauwet in mynem hertzen (Ich erfreuet in meinem Herzen),146v-147r
D-B_Ms.germ.qu._719_n092,Weß sal ich mich erneren (Wessen soll ich mich ernähren),147r
D-B_Ms.germ.qu._719_n093,Ich byn erhebt myne gemude das schwebt (Ich bin erhebt mein Gemüt das schwebt),147r-147v
D-B_Ms.germ.qu._719_n094,Aber múß ich singen (Aber muss ich singen),147v
